 18 октября ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 18 октября ,исторические события,Украина вступила в Совет Европы (1995),http://www.calendarium.com.ua/ukraina_vstupila_v_sovet_evropy_1995
 18 октября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 18 октября ,знаменитые украинцы,Мария Сокол (1902),http://www.calendarium.com.ua/mariya_sokol_1902
 18 октября ,именины,Денис,http://www.calendarium.com.ua/imenini_denis
 19 октября ,праздники украины,День работников целлюлозно-бумажной промышленности,http://www.calendarium.com.ua/den_rabotnikov_tsellyuloznobumazhnoi_promyshlennosti
 19 октября ,исторические события,Образование Украинского государства на украинских этнических землях в составе Австро-Венгрии (1918),http://www.calendarium.com.ua/obrazovanie_ukrainskogo_gosudarstva_na_ukrainskih_etnicheskih_zemlyah_v_sostave_avstrovengrii_1918
 19 октября ,исторические события,Начался массовый вывоз украинцев в Сибирь (1947),http://www.calendarium.com.ua/nachalsya_massovyi_vyvoz_ukraintsev_v_sibir_1947
 19 октября ,знаменитые украинцы,Богдан-Владимир Гаврилишин (1926),http://www.calendarium.com.ua/bogdanvladimir_gavrilishin_1926
 19 октября ,праздники украины,Международный день кредитных союзов,http://www.calendarium.com.ua/mezhdunarodnyi_den_kreditnyh_soyuzov
 19 октября ,знаменитые украинцы,Сергей Васильковский (1854),http://www.calendarium.com.ua/sergei_vasilkovskii_1854
 20 октября ,именины,Полина,http://www.calendarium.com.ua/imenini_polina
 20 октября ,знаменитые украинцы,Михаил Баран (1884),http://www.calendarium.com.ua/mihail_baran_1884
 20 октября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 20 октября ,исторические события,Степана Бандеру похоронили на мюнхенском кладбище Вальдфридгоф (1959),http://www.calendarium.com.ua/stepana_banderu_pohoronili_na_myunhenskom_kladbishche_valdfridgof_1959
 20 октября ,праздники украины,День работников пищевой промышленности,http://www.calendarium.com.ua/den_rabotnikov_pishchevoi_promyshlennosti
 20 октября ,исторические события,В городе Севастополь взорвался линкор «Императрица Мария» (1916),http://www.calendarium.com.ua/v_gorode_sevastopol_vzorvalsya_linkor_imperatritsa_mariya_1916
 20 октября ,праздники украины,День авиадиспетчера,http://www.calendarium.com.ua/den_aviadispetchera
 21 октября ,именины,Виктор,http://www.calendarium.com.ua/imenini_viktor
 21 октября ,исторические события,Владимир Романюк избран Патриархом Киевским и всей Руси-Украины (1993),http://www.calendarium.com.ua/vladimir_romanyuk_izbran_patriarhom_kievskim_i_vsei_rusiukrainy_1993
 21 октября ,исторические события,Украинские казаки подписали Московские статьи (1665),http://www.calendarium.com.ua/ukrainskie_kazaki_podpisali_moskovskie_stati_1665
 21 октября ,именины,Михаил,http://www.calendarium.com.ua/imenini_mihail
 21 октября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 21 октября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 21 октября ,именины,Надежда,http://www.calendarium.com.ua/imenini_nadezhda
 21 октября ,именины,Татьяна,http://www.calendarium.com.ua/imenini_tatyana
 21 октября ,исторические события,Начало операции «Запад» по депортации населения Западной Украины (1947),http://www.calendarium.com.ua/nachalo_operatsii_zapad_po_deportatsii_naseleniya_zapadnoi_ukrainy_1947
 21 октября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 22 октября ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 22 октября ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 22 октября ,исторические события,"Во Львове член ОУН Николай Лемик в знак протеста против Голодомора в Украине убил сотрудника консулята СССР, агента спецслужб Майлова (1933)",http://www.calendarium.com.ua/vo_lvove_chlen_oun_nikolai_lemik_v_znak_protesta_protiv_golodomora_v_ukraine_ubil_sotrudnika_konsulyata_sssr_agenta_spetssluzhb_mailova_1933
 22 октября ,исторические события,Арестован митрополит Киевский и всей Украины Василий Липкивский (1937),http://www.calendarium.com.ua/arestovan_mitropolit_kievskii_i_vsei_ukrainy_vasilii_lipkivskii_1937
 22 октября ,знаменитые украинцы,Борис Олейник (1935),http://www.calendarium.com.ua/boris_oleinik_1935
 22 октября ,именины,Максим,http://www.calendarium.com.ua/imenini_maksim
 22 октября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 22 октября ,знаменитые украинцы,Михаил Зубрицкий (1856),http://www.calendarium.com.ua/mihail_zubritskii_1856
 23 октября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 23 октября ,именины,Павел,http://www.calendarium.com.ua/imenini_pavel
 23 октября ,исторические события,Ликвидировано Азовское казацкое войско (1864),http://www.calendarium.com.ua/likvidirovano_azovskoe_kazatskoe_voisko_1864
 23 октября ,исторические события,Скоропадский избран гетманом украинского Свободного казачества (1917),http://www.calendarium.com.ua/skoropadskii_izbran_getmanom_ukrainskogo_svobodnogo_kazachestva_1917
 23 октября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 23 октября ,именины,Антон,http://www.calendarium.com.ua/imenini_anton
 23 октября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 24 октября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 24 октября ,праздники украины,Международный День Организации Объединенных Наций (ООН),http://www.calendarium.com.ua/mezhdunarodnyi_den_organizatsii_obedinennyh_natsii_oon
 24 октября ,исторические события,Немецкие войска захватили Харьков (1941),http://www.calendarium.com.ua/nemetskie_voiska_zahvatili_harkov_1941
 24 октября ,исторические события,Открыт памятник Роксолане (1999),http://www.calendarium.com.ua/otkryt_pamyatnik_roksolane_1999
 25 октября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 25 октября ,праздники украины,День маркетолога,http://www.calendarium.com.ua/den_marketologa
 25 октября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 25 октября ,знаменитые украинцы,Николай Самокиш (1860),http://www.calendarium.com.ua/nikolai_samokish_1860
 25 октября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 25 октября ,именины,Богдан,http://www.calendarium.com.ua/imenini_bogdan
 25 октября ,исторические события,Советские войска освободили Днепропетровск (1943),http://www.calendarium.com.ua/sovetskie_voiska_osvobodili_dnepropetrovsk_1943
 25 октября ,исторические события,Советские войска освободили Днепродзержинск (1943),http://www.calendarium.com.ua/sovetskie_voiska_osvobodili_dneprodzerzhinsk_1943
 25 октября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 26 октября ,исторические события,Народные Собрания Западной Украины обратились к Верховной Раде СССР с просьбой включить Восточную Галичину и Волынь в состав Украинской ССР (1939),http://www.calendarium.com.ua/narodnye_sobraniya_zapadnoi_ukrainy_obratilis_k_verhovnoi_rade_sssr_s_prosboi_vklyuchit_vostochnuyu_galichinu_i_volyn_v_sostav_ukrainskoi_ssr_1939
 26 октября ,исторические события,Избрание гетманом Украины Ивана Выговского (1657),http://www.calendarium.com.ua/izbranie_getmanom_ukrainy_ivana_vygovskogo_1657
 26 октября ,исторические события,Создана Социалистическая партия Украины (1991),http://www.calendarium.com.ua/sozdana_sotsialisticheskaya_partiya_ukrainy_1991
 26 октября ,именины,Антон,http://www.calendarium.com.ua/imenini_anton
 26 октября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 27 октября ,праздники украины,День работника автомобильной отрасли,http://www.calendarium.com.ua/den_rabotnika_avtomobilnoi_otrasli
 27 октября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 27 октября ,исторические события,50-тысячное войско Речи Посполитой во главе с гетманом Станиславом Потоцким отправилось на Подолье и Брацлавщину (1654),http://www.calendarium.com.ua/voisko_rechi_pospolitoi_vo_glave_s_getmanom_stanislavom_pototskim_otpravilos_na_podole_i_bratslavshchinu_1654
 27 октября ,дни городов украины,День Должанска,http://www.calendarium.com.ua/den_dolzhanska
 27 октября ,знаменитые украинцы,Иван Лысяк-Рудницкий (1919),http://www.calendarium.com.ua/ivan_lysyakrudnitskii_1919
 27 октября ,исторические события,Cоздан Союз советских художников Украины (1938),http://www.calendarium.com.ua/cozdan_soyuz_sovetskih_hudozhnikov_ukrainy_1938
 28 октября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 28 октября ,праздники украины,День анимации,http://www.calendarium.com.ua/den_animatsii
 28 октября ,исторические события,Верховная Рада Украины приняла закон о государственном статусе украинского языка (1989),http://www.calendarium.com.ua/verhovnaya_rada_ukrainy_prinyala_zakon_o_gosudarstvennom_statuse_ukrainskogo_yazyka_1989
 28 октября ,исторические события,Открыто трамвайное движение в Виннице (1913),http://www.calendarium.com.ua/otkryto_tramvainoe_dvizhenie_v_vinnitse_1913
 28 октября ,именины,Денис,http://www.calendarium.com.ua/imenini_denis
 29 октября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 29 октября ,именины,Юрий,http://www.calendarium.com.ua/imenini_yurii
 29 октября ,праздники украины,День работников службы вневедомственной охраны,http://www.calendarium.com.ua/den_rabotnikov_sluzhby_vnevedomstvennoi_ohrany
 29 октября ,исторические события,Во Львове открыт стадион Арена Львов для проведения матчей чемпионата Европы по футболу Евро-2012 (2011),http://www.calendarium.com.ua/vo_lvove_otkryt_stadion_arena_lvov_dlya_provedeniya_matchei_chempionata_evropy_po_futbolu_evro2012_2011
 29 октября ,знаменитые украинцы,Степан Бен (1900),http://www.calendarium.com.ua/stepan_ben_1900
 29 октября ,именины,Евгений,http://www.calendarium.com.ua/imenini_evgenii
 29 октября ,исторические события,В Сиднее завершились ХІ-ые Параолимпийские игры (2000),http://www.calendarium.com.ua/v_sidnee_zavershilis_hiye_paraolimpiiskie_igry_2000
 30 октября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 30 октября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 30 октября ,знаменитые украинцы,Олег Лышега (1949),http://www.calendarium.com.ua/oleg_lyshega_1949
 30 октября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 30 октября ,именины,Антон,http://www.calendarium.com.ua/imenini_anton
 30 октября ,исторические события,Дебютировала украинская рок-группа «Вопли Видоплясова» («ВВ») (1987),http://www.calendarium.com.ua/debyutirovala_ukrainskaya_rokgruppa_vopli_vidoplyasova_vv_1987
 30 октября ,знаменитые украинцы,Михаил Бойчук (1882),http://www.calendarium.com.ua/mihail_boichuk_1882
 30 октября ,исторические события,Во Львове начался «Собор русских ученых» (1848),http://www.calendarium.com.ua/vo_lvove_nachalsya_sobor_russkih_uchenyh_1848
 31 октября ,исторические события,"Советские войска захватили Чаплинку, отрезав немецкие войска в Крыму от основных сил (1943)",http://www.calendarium.com.ua/sovetskie_voiska_zahvatili_chaplinku_otrezav_nemetskie_voiska_v_krymu_ot_osnovnyh_sil_1943
 31 октября ,исторические события,Во второй тур президентских выборов в Украине прошли Леонид Кучма и Петр Симоненко (1999),http://www.calendarium.com.ua/vo_vtoroi_tur_prezidentskih_vyborov_v_ukraine_proshli_leonid_kuchma_i_petr_simonenko_1999_
 31 октября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 31 октября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
day,event_type,event_name,event_url
 1 ноября ,исторические события,Создан футбольный клуб «Динамо» (Киев) (1927),http://www.calendarium.com.ua/sozdan_futbolnyi_klub_dinamo_kiev_1927
 1 ноября ,исторические события,«Ноябрьский чин» во Львове (1918),http://www.calendarium.com.ua/noyabrskii_chin_vo_lvove_1918
 1 ноября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 1 ноября ,знаменитые украинцы,Днепровая Чайка (1861),http://www.calendarium.com.ua/dneprovaya_chaika_1861
 1 ноября ,исторические события,Началась польско-украинская война (1918),http://www.calendarium.com.ua/nachalas_polskoukrainskaya_voina_1918
 1 ноября ,праздники украины,Международный день проектного менеджера,http://www.calendarium.com.ua/mezhdunarodnyi_den_proektnogo_menedzhera
 2 ноября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 2 ноября ,именины,Артем,http://www.calendarium.com.ua/imenini_artem
 2 ноября ,знаменитые украинцы,Андрей Разумовский (1752),http://www.calendarium.com.ua/andrei_razumovskii_1752
 2 ноября ,исторические события,Николай І подписал приказ об основании Киевского университета (1833),http://www.calendarium.com.ua/nikolai_i_podpisal_prikaz_ob_osnovanii_kievskogo_universiteta_1833
 2 ноября ,исторические события,В лесу под Таращей найдено тело журналиста Георгия Гонгадзе (2000),http://www.calendarium.com.ua/v_lesu_pod_tarashchei_naideno_telo_zhurnalista_georgiya_gongadze_2000
 2 ноября ,именины,Ирина,http://www.calendarium.com.ua/imenini_irina
 2 ноября ,праздники украины,Международный День прекращения безнаказанности за преступления против журналистов,http://www.calendarium.com.ua/mezhdunarodnyi_den_prekrashcheniya_beznakazannosti_za_prestupleniya_protiv_zhurnalistov
 2 ноября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 3 ноября ,именины,Анатолий,http://www.calendarium.com.ua/imenini_anatolii
 3 ноября ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 3 ноября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 3 ноября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 3 ноября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 3 ноября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 3 ноября ,праздники украины,День работника социальной сферы,http://www.calendarium.com.ua/den_rabotnika_sotsialnoi_sfery
 3 ноября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 3 ноября ,праздники украины,День ракетных сил и артиллерии,http://www.calendarium.com.ua/den_raketnyh_sil_i_artillerii
 3 ноября ,исторические события,Началась Киевская наступательная операция советских войск (1943),http://www.calendarium.com.ua/nachalas_kievskaya_nastupatelnaya_operatsiya_sovetskih_voisk_1943
 3 ноября ,исторические события,Состоялась свадьба космонавтов Валентины Терешковой и Андрияна Николаева (1963),http://www.calendarium.com.ua/sostoyalas_svadba_kosmonavtov_valentiny_tereshkovoi_i_andriyana_nikolaeva_1963
 3 ноября ,именины,Богдан,http://www.calendarium.com.ua/imenini_bogdan
 3 ноября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 3 ноября ,праздники украины,День инженерных войск,http://www.calendarium.com.ua/den_inzhenernyh_voisk
 4 ноября ,именины,Елизавета,http://www.calendarium.com.ua/imenini_elizaveta
 4 ноября ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 4 ноября ,именины,Диана,http://www.calendarium.com.ua/imenini_diana
 4 ноября ,именины,Антон,http://www.calendarium.com.ua/imenini_anton
 4 ноября ,праздники украины,День железнодорожника,http://www.calendarium.com.ua/den_zheleznodorozhnika
 4 ноября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 4 ноября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 4 ноября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 4 ноября ,именины,Денис,http://www.calendarium.com.ua/imenini_denis
 4 ноября ,именины,Анна,http://www.calendarium.com.ua/imenini_anna
 4 ноября ,исторические события,Гетман Иван Мазепа объявил Петру I о своем переходе на сторону Швеции (1708),http://www.calendarium.com.ua/getman_ivan_mazepa_obyavil_petru_i_o_svoem_perehode_na_storonu_shvetsii_1708
 4 ноября ,исторические события,На железнодорожный вокзал во Львове прибыл первый поезд из Вены (1861),http://www.calendarium.com.ua/na_zheleznodorozhnyi_vokzal_vo_lvove_pribyl_pervyi_poezd_iz_veny_1861
 4 ноября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 4 ноября ,именины,Павел,http://www.calendarium.com.ua/imenini_pavel
 4 ноября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 5 ноября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 5 ноября ,исторические события,В Киеве пустили первый троллейбус (1935),http://www.calendarium.com.ua/v_kieve_pustili_pervyi_trolleibus_1935
 5 ноября ,знаменитые украинцы,Кира Муратова (1934),http://www.calendarium.com.ua/kira_muratova_1934
 5 ноября ,исторические события,"Протестуя против унизительной роли Украины и оккупации Чешской республики, львовский диссидент Василий Макух совершил акт самосожжения (1968)",http://www.calendarium.com.ua/protestuya_protiv_unizitelnoi_roli_ukrainy_i_okkupatsii_cheshskoi_respubliki_lvovskii_dissident_vasilii_makuh_sovershil_akt_samosozhzheniya_1968
 5 ноября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 5 ноября ,именины,Максим,http://www.calendarium.com.ua/imenini_maksim
 5 ноября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 6 ноября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 6 ноября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 6 ноября ,именины,Юрий,http://www.calendarium.com.ua/imenini_yurii
 6 ноября ,именины,Виктория,http://www.calendarium.com.ua/imenini_viktoriya
 6 ноября ,исторические события,Начал работать Киевский профессиональный телевизионный центр (1951),http://www.calendarium.com.ua/nachal_rabotat_kievskii_professionalnyi_televizionnyi_tsentr_1951
 6 ноября ,знаменитые украинцы,Маркиан Шашкевич (1811),http://www.calendarium.com.ua/markian_shashkevich_1811
 6 ноября ,именины,Нина,http://www.calendarium.com.ua/imenini_nina
 6 ноября ,исторические события,В Киеве введена в эксплуатацию первая очередь метрополитена (1960),http://www.calendarium.com.ua/v_kieve_vvedena_v_ekspluatatsiyu_pervaya_ochered_metropolitena_1960
 6 ноября ,знаменитые украинцы,Дмитрий Яворницкий (1855),http://www.calendarium.com.ua/dmitrii_yavornitskii_1855
 7 ноября ,знаменитые украинцы,Нестор Махно (1888),http://www.calendarium.com.ua/nestor_mahno_1888
 7 ноября ,исторические события,В Харькове открыт Государственный промышленный дом (1928),http://www.calendarium.com.ua/v_harkove_otkryt_gosudarstvennyi_promyshlennyi_dom_1928
 7 ноября ,знаменитые украинцы,Николай Винграновский (1936),http://www.calendarium.com.ua/nikolai_vingranovskii_1936
 7 ноября ,исторические события,Третьим Универсалом Центральной Рады была провозглашена Украинская Народная Республика (1917),http://www.calendarium.com.ua/tretim_universalom_tsentralnoi_rady_byla_provozglashena_ukrainskaya_narodnaya_respublika_1917
 7 ноября ,именины,Валерий,http://www.calendarium.com.ua/imenini_valerii
 7 ноября ,знаменитые украинцы,Дмитрий Багалий (1857),http://www.calendarium.com.ua/dmitrii_bagalii_1857
 8 ноября ,исторические события,Родился первый гетман Украины Дмитрий Байда-Вишневецкий,http://www.calendarium.com.ua/rodilsya_pervyi_getman_ukrainy_dmitrii_baidavishnevetskii
 8 ноября ,исторические события,Свой первый сезон открыл Киевский оперный театр (1867),http://www.calendarium.com.ua/svoi_pervyi_sezon_otkryl_kievskii_opernyi_teatr_1867
 8 ноября ,праздники украины,Международный день КВН,http://www.calendarium.com.ua/mezhdunarodnyi_den_kvn
 8 ноября ,знаменитые украинцы,Надежда Светличная (1936),http://www.calendarium.com.ua/nadezhda_svetlichnaya_1936
 8 ноября ,именины,Дмитрий,http://www.calendarium.com.ua/imenini_dmitrii
 8 ноября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 8 ноября ,знаменитые украинцы,Олесь Досвитний (1891),http://www.calendarium.com.ua/oles_dosvitnii_1891
 8 ноября ,именины,Антон,http://www.calendarium.com.ua/imenini_anton
 9 ноября ,праздники украины,День украинской письменности и языка,http://www.calendarium.com.ua/den_ukrainskoi_pismennosti_i_yazyka
 9 ноября ,именины,Валентин,http://www.calendarium.com.ua/imenini_valentin
 9 ноября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 9 ноября ,исторические события,В Хусте для организации обороны Карпатской Украины была создана полувоенная организация «Карпатская Сечь» (1938),http://www.calendarium.com.ua/v_huste_dlya_organizatsii_oborony_karpatskoi_ukrainy_byla_sozdana_poluvoennaya_organizatsiya_karpatskaya_sech_1938
 9 ноября ,исторические события,В Елисаветграде (ныне Кировоград) с пьесой «Наталка-Полтавка» дебютировал украинский театр Марка Кропивницкого (1882),http://www.calendarium.com.ua/v_elisavetgrade_nyne_kirovograd_s_pesoi_natalkapoltavka_debyutiroval_ukrainskii_teatr_marka_kropivnitskogo_1882
 9 ноября ,праздники украины,Всеукраинский День работников культуры и мастеров народного творчества,http://www.calendarium.com.ua/vseukrainskii_den_rabotnikov_kultury_i_masterov_narodnogo_tvorchestva
 9 ноября ,знаменитые украинцы,Богдан Лепкий (1872),http://www.calendarium.com.ua/bogdan_lepkii_1872
 10 ноября ,именины,Диана,http://www.calendarium.com.ua/imenini_diana
 10 ноября ,исторические события,По приказу российского императора Петра I был арестован гетман Левобережной Украины Павел Полуботок (1723),http://www.calendarium.com.ua/po_prikazu_rossiiskogo_imperatora_petra_i_byl_arestovan_getman_levoberezhnoi_ukrainy_pavel_polubotok_1723
 10 ноября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 10 ноября ,именины,Валентина,http://www.calendarium.com.ua/imenini_valentina
 10 ноября ,именины,Юрий,http://www.calendarium.com.ua/imenini_yurii
 10 ноября ,именины,Анна,http://www.calendarium.com.ua/imenini_anna
 10 ноября ,именины,Дмитрий,http://www.calendarium.com.ua/imenini_dmitrii
 10 ноября ,именины,Георгий,http://www.calendarium.com.ua/imenini_georgii
 10 ноября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 10 ноября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 10 ноября ,именины,Максим,http://www.calendarium.com.ua/imenini_maksim
 10 ноября ,исторические события,Российская императрица Екатерина II упразднила гетманство (1764),http://www.calendarium.com.ua/rossiiskaya_imperatritsa_ekaterina_ii_uprazdnila_getmanstvo_1764
 11 ноября ,именины,Мария,http://www.calendarium.com.ua/imenini_mariya
 11 ноября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 11 ноября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 11 ноября ,исторические события,Советский отряд и конница Нестора Махно прорвали укрепления на Перекопе и форсировали Сиваш (1920),http://www.calendarium.com.ua/sovetskii_otryad_i_konnitsa_nestora_mahno_prorvali_ukrepleniya_na_perekope_i_forsirovali_sivash_1920
 11 ноября ,именины,Евгений,http://www.calendarium.com.ua/imenini_evgenii
 11 ноября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 11 ноября ,именины,Диана,http://www.calendarium.com.ua/imenini_diana
 11 ноября ,именины,Анна,http://www.calendarium.com.ua/imenini_anna
 11 ноября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 11 ноября ,именины,Виктор,http://www.calendarium.com.ua/imenini_viktor
 11 ноября ,именины,Тимур,http://www.calendarium.com.ua/imenini_timur
 11 ноября ,именины,Анастасия,http://www.calendarium.com.ua/imenini_anastasiya
 11 ноября ,исторические события,Черновцы были заняты румынскими войсками (1918),http://www.calendarium.com.ua/chernovtsy_byli_zanyaty_rumynskimi_voiskami_1918
 12 ноября ,исторические события,Павел Скоропадский узаконил автокефалию Украинской Православной Церкви (1918),http://www.calendarium.com.ua/pavel_skoropadskii_uzakonil_avtokefaliyu_ukrainskoi_pravoslavnoi_tserkvi_1918
 12 ноября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 12 ноября ,именины,Елена,http://www.calendarium.com.ua/imenini_elena
 12 ноября ,исторические события,"В Украине закончилась эра советского рубля, на смену которому пришел карбованец (1992)",http://www.calendarium.com.ua/v_ukraine_zakonchilas_era_sovetskogo_rublya_na_smenu_kotoromu_prishel_karbovanets_1992
 12 ноября ,знаменитые украинцы,Зиновий Красовский (1929),http://www.calendarium.com.ua/zinovii_krasovskii_1929
 12 ноября ,знаменитые украинцы,Иван Крушельницкий (1905),http://www.calendarium.com.ua/ivan_krushelnitskii_1905
 12 ноября ,исторические события,В Лубнах вышла первая украиноязычная газета России (1905),http://www.calendarium.com.ua/v_lubnah_vyshla_pervaya_ukrainoyazychnaya_gazeta_rossii_1905
 12 ноября ,именины,Максим,http://www.calendarium.com.ua/imenini_maksim
 12 ноября ,именины,Артем,http://www.calendarium.com.ua/imenini_artem
 12 ноября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 12 ноября ,именины,Анастасия,http://www.calendarium.com.ua/imenini_anastasiya
 13 ноября ,именины,Анатолий,http://www.calendarium.com.ua/imenini_anatolii
 13 ноября ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 13 ноября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 13 ноября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 13 ноября ,знаменитые украинцы,Остап Вишня (1889),http://www.calendarium.com.ua/ostap_vishnya_1889
 13 ноября ,праздники украины,День слепых,http://www.calendarium.com.ua/den_slepyh
 13 ноября ,знаменитые украинцы,Станислав Днестрянский (1870),http://www.calendarium.com.ua/stanislav_dnestryanskii_1870
 13 ноября ,исторические события,"Во Львове Украинская Национальная Рада приняла временный Основной закон, в результате чего была провозглашена ЗУНР (1918)",http://www.calendarium.com.ua/vo_lvove_ukrainskaya_natsionalnaya_rada_prinyala_vremennyi_osnovnoi_zakon_v_rezultate_chego_byla_provozglashena_zunr_1918
 13 ноября ,исторические события,Cоздан наивысший орган государственной власти – Директория Украинской Народной Республики (1918),http://www.calendarium.com.ua/cozdan_naivysshii_organ_gosudarstvennoi_vlasti__direktoriya_ukrainskoi_narodnoi_respubliki_1918
 13 ноября ,именины,Станислав,http://www.calendarium.com.ua/imenini_stanislav
 13 ноября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 13 ноября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 14 ноября ,праздники украины,Международный день логопеда,http://www.calendarium.com.ua/mezhdunarodnyi_den_logopeda
 14 ноября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 14 ноября ,именины,Денис,http://www.calendarium.com.ua/imenini_denis
 14 ноября ,именины,Ульяна,http://www.calendarium.com.ua/imenini_ulyana
 14 ноября ,праздники украины,Всемирный День борьбы с диабетом,http://www.calendarium.com.ua/vsemirnyi_den_borby_s_diabetom
 14 ноября ,именины,Артур,http://www.calendarium.com.ua/imenini_artur
 14 ноября ,исторические события,Севастопольскую бухту покинули последние корабли белогвардейского флота (1920),http://www.calendarium.com.ua/sevastopolskuyu_buhtu_pokinuli_poslednie_korabli_belogvardeiskogo_flota_1920
 14 ноября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 14 ноября ,исторические события,Создана Украинская Академия наук (1918),http://www.calendarium.com.ua/sozdana_ukrainskaya_akademiya_nauk_1918
 15 ноября ,знаменитые украинцы,Иван Падалка (1894),http://www.calendarium.com.ua/ivan_padalka_1894
 15 ноября ,исторические события,Разделение Российской церкви на Киевскую и Московскую митрополии (1415),http://www.calendarium.com.ua/razdelenie_rossiiskoi_tserkvi_na_kievskuyu_i_moskovskuyu_mitropolii_1415
 15 ноября ,знаменитые украинцы,Матвей Яворский (1885),http://www.calendarium.com.ua/matvei_yavorskii_1885
 15 ноября ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 15 ноября ,исторические события,На Первом национальном канале Украины УТ-1 впервые был использован формат дебатов в прямом эфире (2004),http://www.calendarium.com.ua/na_pervom_natsionalnom_kanale_ukrainy_ut1_vpervye_byl_ispolzovan_format_debatov_v_pryamom_efire_2004
 16 ноября ,именины,Анна,http://www.calendarium.com.ua/imenini_anna
 16 ноября ,исторические события,Организован Крымский революционный комитет (1920),http://www.calendarium.com.ua/organizovan_krymskii_revolyutsionnyi_komitet_1920
 16 ноября ,именины,Диана,http://www.calendarium.com.ua/imenini_diana
 16 ноября ,исторические события,Произведена первая плавка чугуна на «Запорожстали» (1933),http://www.calendarium.com.ua/proizvedena_pervaya_plavka_chuguna_na_zaporozhstali_1933
